Reporting Year,Reporting Quarter,County,Reporting Organization,Reporting Organization ID,Total Capacity (Certified),Beginning Census,End Census,Male Census,Female Census,# of Residents Age 66-80,# of Residents  Age 81+,Total Admissions,Total Discharges
2015,Annual,Chautauqua,Memory Garden,060-F-040,56,52,50,10,40,13,35,42,43
2015,Annual,Kings,Mermaid Manor Home for Adults,331-F-276,200,191,195,127,68,81,16,44,43
2015,Annual,Herkimer,Mohawk Homestead,320-E-005,41,27,27,,21,7,20,13,16
2015,Annual,Bronx,Morningside at Home,020-E-138,40,25,25,17,8,11,7,60,16
2015,Annual,Orange,Mount Alverno Center,540-E-051,85,52,55,9,46,13,39,31,43
2015,Annual,Niagara,Mount View Assisted Living,500-F-105,150,25,47,10,37,12,30,54,7
2015,Annual,Richmond,New Broadview Home For Adults,610-F-067,200,174,175,95,80,96,25,39,41
2015,Annual,Queens,New Gloria's Manor Home for Adults,590-F-307,172,163,162,122,40,78,9,23,9
2015,Annual,Queens,"New Homestead Home for Adults, Inc.",590-F-311,163,101,100,31,69,29,62,29,36
2015,Annual,Orange,New Windsor Country Inn,540-F-026,86,56,57,14,43,9,48,24,28
2015,Annual,Cayuga,North Brook Heights Home for Adults,050-F-022,178,107,99,34,65,32,62,36,44
2015,Annual,Kings,Norwegian Christian Home and Health Care Center,331-E-030,88,78,80,26,54,19,57,21,24
2015,Annual,Kings,Oceanview Manor Home for Adults,331-F-270,176,166,172,112,60,58,8,48,48
2015,Annual,Chautauqua,Orchard Grove Residences,060-E-040,36,33,33,,29,9,23,9,11
2015,Annual,Erie,Orchard Heights,240-F-884,142,108,106,25,81,14,92,63,68
2015,Annual,Westchester,Palisade Gardens,800-F-971,106,102,103,62,41,29,7,20,18
2015,Annual,Erie,Park Creek Senior Living Community,240-F-876,94,89,88,21,67,10,76,44,46
2015,Annual,Erie,Peregrine's Landing at Orchard Park,240-F-827,52,48,48,13,35,25,23,54,46
2015,Annual,Erie,Peregrine's Landing Senior Community,240-S-109,112,95,95,31,64,13,80,52,49
2015,Annual,Clinton,Pine Harbour,090-S-001,66,52,56,16,40,8,48,24,26
2015,Annual,Fulton,Pineview Commons H.F.A.,280-F-034,94,82,80,17,63,27,51,25,27
2015,Annual,Oneida,Presbyterian Residential Community,510-E-065,96,91,96,23,73,21,73,69,64
2015,Annual,Rockland,Promenade at Chestnut Ridge,620-F-081,198,96,102,24,78,14,86,42,43
2015,Annual,Orange,Promenade at Middletown,540-F-032,200,104,106,26,80,34,67,53,67
2015,Annual,Orange,Promenade at Tuxedo Place,540-F-030,89,54,57,21,36,11,42,31,23
2015,Annual,Ontario,Quail Summit,530-S-001,55,51,51,17,34,8,41,47,41
2015,Annual,Queens,Queens Adult Care Center,590-F-309,352,346,350,252,98,121,21,60,66
2015,Annual,Cattaraugus,Randolph Manor,040-F-026,50,38,35,9,26,9,25,13,16
2015,Annual,Kings,Regency of Boro Park,331-F-268,200,102,92,31,61,19,70,68,54
2015,Annual,St.Lawrence,RiverLedge Residence,630-E-006,40,36,39,,36,8,29,16,14
2015,Annual,Bronx,RiverSpring Assisted Living,020-E-136,35,32,32,8,24,9,15,11,8
2015,Annual,Delaware,Robinson Terrace Senior Living,220-E-012,60,52,54,14,40,20,28,31,23
2015,Annual,Otsego,Robynwood Home for Adults,570-F-053,47,34,35,8,27,9,23,10,12
2015,Annual,Monroe,Rochester Presbyterian Home,370-E-022,102,92,89,24,65,17,67,38,45
2015,Annual,Nassau,Rosewood on the Sound,400-F-333,46,40,41,21,20,24,10,48,27
2015,Annual,Monroe,RPH-West,370-E-200,52,49,47,9,38,8,38,21,23
2015,Annual,Monroe,Sage Harbor Baywinde,370-F-236,88,79,78,17,61,12,66,80,69
2015,Annual,Jefferson,Samaritan Summit Village,330-E-005,120,113,112,19,93,30,73,64,50
2015,Annual,Monroe,Seabury Woods,370-S-841,80,76,75,22,53,8,65,42,43
2015,Annual,Onondaga,Sedgwick Heights,520-E-091,154,133,136,45,91,52,77,71,68
2015,Annual,Ontario,Seneca Lake Terrace Assisted Living Center,530-F-053,66,64,63,13,50,11,52,42,32
2015,Annual,Monroe,Shire Senior Living Assisted Living Program,370-F-240,200,173,168,87,81,89,42,56,62
2015,Annual,Kings,Signature Senior Living,331-F-022,199,87,80,34,46,22,54,64,67
2015,Annual,Nassau,Somerset Gardens,400-S-318,160,140,140,45,95,13,123,62,62
2015,Annual,Suffolk,South Bay Adult Home,700-F-937,39,28,28,18,10,17,7,8,17
2015,Annual,Erie,St. Elizabeth's Home,240-E-026,117,95,90,31,59,32,35,28,37
2015,Annual,Oswego,St. Francis Commons,560-E-009,60,56,56,9,47,10,46,31,34
2015,Annual,Rockland,St. Joseph's Home,620-E-016,31,31,31,,28,8,22,31,7
2015,Annual,Kings,St. Nicholas Home,331-E-125,75,61,64,25,39,28,22,17,12
2015,Annual,Chautauqua,St. Vincent's Home for Aged,060-E-010,45,26,24,11,13,10,19,,12
2015,Annual,Kings,Sunrise at Mill Basin,331-S-011,142,117,119,25,94,22,96,42,43
2015,Annual,Kings,Sunrise at Sheepshead Bay,331-S-012,189,132,131,39,92,12,117,56,57
2015,Annual,Westchester,Sunrise of Crestwood,800-F-994,116,83,84,16,68,7,72,46,54
2015,Annual,Suffolk,Sunrise of Dix Hills,700-F-923,114,82,77,23,54,10,78,56,60
2015,Annual,Suffolk,Sunrise of East Setauket,700-F-926,109,103,101,26,75,12,88,46,38
2015,Annual,Westchester,Sunrise of Fleetwood,800-F-995,136,90,87,16,71,28,59,43,57
2015,Annual,Nassau,Sunrise of Glen Cove,400-F-327,111,83,85,20,65,24,58,55,54
2015,Annual,Suffolk,Sunrise of Holbrook,700-F-925,109,95,95,26,69,14,80,63,72
2015,Annual,Rockland,Sunrise of New City,620-F-089,120,86,85,22,63,14,71,42,43
2015,Annual,Nassau,Sunrise of Plainview,400-F-323,65,64,65,19,46,8,57,49,37
2015,Annual,Suffolk,Sunrise of West Babylon,700-F-924,109,99,98,26,72,18,80,43,47
2015,Annual,Queens,"Surfside Manor Home for Adults, LLC",590-F-314,200,200,196,128,68,68,8,36,35
2015,Annual,Queens,"Sutton Gardens, LLC",590-F-326,47,46,42,21,21,19,22,27,23
2015,Annual,Chautauqua,"Tanglewood Manor, Inc",060-F-036,158,120,134,49,85,49,57,25,12
2015,Annual,Rockland,Tappan Zee Manor,620-F-087,150,79,81,27,54,16,64,50,50
2015,Annual,Erie,Tennyson Court,240-F-874,93,79,78,18,60,11,66,51,52
2015,Annual,New York,The 80th Street Residence,420-F-379,70,64,65,23,42,13,50,30,29
2015,Annual,Suffolk,The Arbors at Bohemia,700-F-913,200,140,138,37,101,21,117,61,62
2015,Annual,Suffolk,The Arbors at Hauppauge,700-F-916,200,129,130,45,85,22,106,61,56
2015,Annual,Suffolk,The Arbors at Islandia East,700-F-914,200,132,132,30,102,19,111,83,88
2015,Annual,Suffolk,The Arbors at Islandia West,700-F-915,200,104,99,24,75,23,72,52,57
2015,Annual,Nassau,The Arbors at Westbury,400-F-307,200,116,116,54,62,21,87,68,72
2015,Annual,Dutchess,The Avalon Assisted Living and Wellness Center,230-F-068,76,71,74,25,49,28,32,34,35
2015,Annual,Westchester,The Bristal at Armonk,800-S-151,171,85,98,26,72,19,79,55,32
2015,Annual,Suffolk,The Bristal at East Northport,700-S-303,166,145,146,42,104,22,124,45,44
2015,Annual,Suffolk,The Bristal at Lake Grove,700-S-311,156,83,103,30,73,13,90,103,22
2015,Annual,Nassau,The Bristal at Lynbrook,400-F-335,200,128,132,28,104,18,112,61,53
2015,Annual,Nassau,The Bristal at Massapequa,400-F-315,84,72,74,18,56,9,64,44,50
2015,Annual,Nassau,The Bristal at Massapequa,400-S-314,86,68,70,13,57,10,60,33,23
2015,Annual,Nassau,The Bristal at North Hills,400-S-309,140,125,124,31,93,9,115,67,47
2015,Annual,Suffolk,The Bristal at Sayville,700-F-302,155,138,135,24,111,22,113,90,59
2015,Annual,Nassau,The Bristal at Westbury,400-S-300,180,145,141,34,107,13,122,46,54
2015,Annual,Westchester,The Bristal at White Plains,800-S-145,190,147,154,43,111,14,139,91,63
2015,Annual,Erie,The Courtyards LLC,240-F-872,133,114,118,63,55,59,54,57,59
2015,Annual,Greene,The Eliot at Catskill,300-F-033,99,68,66,28,38,25,31,31,35
2015,Annual,Orange,The Eliot at Erie Station ALP,540-F-028,96,88,91,50,41,39,8,27,26
2015,Annual,Westchester,The Fountains at RiverVue,800-F-981,141,122,133,37,96,12,119,54,44
2015,Annual,Nassau,The Glen at Maple Pointe,400-F-320,60,57,56,12,44,7,49,45,33
2015,Annual,Broome,The Hearth at Castle Gardens,030-S-044,106,79,75,25,50,8,67,34,48
2015,Annual,Onondaga,The Hearth at Greenpoint Senior Living,520-S-129,130,113,107,30,77,17,84,49,57
2015,Annual,Westchester,The Kensington,800-F-988,130,117,119,33,86,20,97,47,44
2015,Annual,Suffolk,The Lake Shore Assisted Living Residence,700-F-893,200,123,128,40,88,44,71,65,71
2015,Annual,Monroe,The Landing at Brighton,370-S-195,121,64,77,28,49,18,58,93,42
2015,Annual,Dutchess,The Landing of Poughkeepsie,230-S-003,121,29,67,18,49,11,55,74,7
2015,Annual,Washington,The Mansion at South Union,760-F-012,34,31,34,17,17,10,23,17,15
2015,Annual,Dutchess,The McClelland Home for Adults,230-F-276,70,41,41,23,18,13,17,14,13
2015,Annual,Schuyler,The New Falls,670-F-006,111,88,89,26,63,34,39,34,39
2015,Annual,Bronx,The New Jewish Home University Avenue Assisted Living,020-S-003,72,69,70,29,41,32,32,22,19
2015,Annual,Monroe,The Northfield,370-S-847,79,61,65,12,53,7,56,24,25
2015,Annual,Westchester,The Osborn,800-S-141,103,96,95,20,75,7,88,21,23
2015,Annual,Rensselaer,The Pines at Heartwood,600-F-250,86,76,75,17,58,25,36,36,31
2015,Annual,Putnam,The Plaza at Clover Lake,580-F-001,175,96,100,31,69,22,76,43,38
2015,Annual,Nassau,The Regency at Glen Cove,400-E-290,105,79,86,24,62,26,59,33,35
2015,Annual,Westchester,The Seabury at Fieldhome,800-E-132,85,68,78,21,57,25,52,44,41
2015,Annual,Schenectady,The Terrace at Glen Eddy,650-S-067,53,42,41,12,29,7,33,18,19
2015,Annual,Wayne,The Terrace at Newark,770-F-037,63,58,57,9,48,10,47,35,33
2015,Annual,Bronx,The W Assisted Living at Riverdale,020-F-133,256,243,238,142,96,79,22,44,44
2015,Annual,Orange,The W Senior Living at Goshen,540-F-038,120,92,88,19,69,23,60,36,45
2015,Annual,Kings,The Waterford on the Bay,331-F-272,200,157,166,60,106,42,115,125,102
2015,Annual,Chautauqua,The Women's Christian Association,060-E-014,37,30,31,,31,7,29,23,21
2015,Annual,Erie,Tonawanda Manor Assisted Living Program,240-F-859,120,96,96,17,79,15,80,62,56
2015,Annual,Clinton,Valehaven Home for Adults,090-F-003,40,34,37,16,21,17,9,21,19
2015,Annual,Ulster,Valley Vista Adult Home and Assisted Living Program,740-F-076,89,79,79,24,55,28,45,37,37
2015,Annual,Dutchess,Vassar-Warner Home,230-E-014,58,39,38,7,31,7,30,18,26
2015,Annual,New York,Village Care at 46 and Ten,420-S-379,95,90,79,27,52,47,37,19,16
2015,Annual,Cortland,Walden Place,210-S-001,86,65,75,22,53,11,63,49,42
2015,Annual,New York,West Seventy-Fourth Street Home,420-E-254,95,82,85,38,47,57,17,22,18
2015,Annual,Westchester,Westchester Center for Independent and Assisted Living,800-F-990,195,193,189,84,105,93,59,70,76
2015,Annual,Columbia,Whittier Place,200-E-005,80,79,78,19,59,13,55,37,33
2015,Annual,Westchester,Willow Towers EHP,800-S-131,150,131,126,33,93,13,112,35,42
2015,Annual,Monroe,Wolk Manor Enriched Living Center,370-S-836,85,72,75,21,54,10,53,49,40
2015,Annual,Chemung,Woodbrook,070-E-011,80,73,73,21,52,11,61,37,36
2015,Annual,Monroe,Woodcrest Commons,370-E-198,120,85,95,31,64,38,48,45,36
2015,Annual,Suffolk,Woodhaven Home for Adults,700-F-905,181,171,169,58,111,79,56,58,61
2014,Annual,Erie,"Absolut at Orchard Brooke, LLC",240-F-878,80,74,73,25,48,24,45,31,32
2014,Annual,Warren,Adirondack Manor HFA D.B.A Adirondack Manor HFA ALP,750-F-046,60,46,56,25,31,26,10,31,21
2014,Annual,Schenectady,Adirondack Manor HFA D.B.A Scotia Mansion,650-F-078,50,39,36,17,19,10,10,13,16
2014,Annual,Oneida,Adirondack Manor HFA D.B.A. Willow Park HFA,510-F-055,60,57,54,31,23,20,11,20,23
2014,Annual,Franklin,Adirondack Manor Home for Adults,270-F-011,34,32,31,20,11,8,8,10,11
2014,Annual,Kings,Amber Court of Brooklyn,331-F-284,224,212,210,129,81,126,76,49,51
2014,Annual,Bronx,Amber Court of Pelham Gardens,020-F-817,200,194,196,86,110,90,98,60,58
2014,Annual,Nassau,Amber Court of Westbury,400-F-325,225,198,186,39,147,30,156,55,69
2014,Annual,Washington,Argyle Center For Independent Living,760-F-016,35,25,30,11,19,18,7,17,9
2014,Annual,Rockland,Assisted Living at Northern Riverview,620-E-019,105,103,102,32,70,35,46,44,45
2014,Annual,Suffolk,Atria Bay Shore,700-S-305,116,96,87,24,63,11,76,49,58
2014,Annual,Albany,Atria Crossgate,000-S-009,74,52,58,23,35,9,46,47,41
2014,Annual,Albany,Atria Delmar Place,000-S-008,106,82,96,28,68,11,83,65,51
2014,Annual,Suffolk,Atria East Northport,700-F-929,200,131,120,39,81,24,93,50,72
2014,Annual,Queens,Atria Forest Hills,590-S-313,90,73,74,24,50,14,58,39,41
2014,Annual,Nassau,Atria Glen Cove,400-S-324,128,74,83,24,59,83,75,25,24
2014,Annual,Suffolk,Atria Huntington,700-F-931,122,100,104,30,74,9,95,71,68
2014,Annual,Queens,Atria Kew Gardens,590-S-315,175,144,147,47,100,9,137,48,52
2014,Annual,Nassau,Atria Lynbrook,400-F-326,200,120,120,27,93,11,109,56,49
2014,Annual,Westchester,Atria on the Hudson,800-S-147,185,140,135,35,100,29,104,50,55
2014,Annual,Nassau,Atria Park of Great Neck,400-S-326,160,129,134,34,100,14,119,69,67
2014,Annual,Monroe,Atria Penfield,370-F-212,120,98,87,23,64,18,67,72,79
2014,Annual,Nassau,Atria Plainview,400-F-329,99,72,75,12,63,7,68,45,42
2014,Annual,Bronx,Atria Riverdale,020-S-001,195,181,181,47,134,16,139,84,80
2014,Annual,Albany,Atria Shaker,000-S-011,137,120,121,33,88,26,93,102,101
2014,Annual,Suffolk,Atria South Setauket,700-F-933,200,89,82,28,54,9,72,61,68
2014,Annual,Nassau,Atria Tanglewood,400-F-306,160,110,109,26,83,11,98,50,55
2014,Annual,New York,Atria West 86,420-S-389,180,172,177,48,129,42,133,91,79
2014,Annual,Suffolk,Babylon Beach House Home for Adults,700-F-131,67,48,48,10,38,7,41,24,24
2014,Annual,Saratoga,Beacon Pointe Memory Care Community,640-F-042,52,39,31,7,24,8,22,54,62
2014,Annual,Queens,Belle Harbor Manor,590-E-293,162,148,147,84,63,57,10,37,38
2014,Annual,Chemung,Bethany Village,070-E-002,144,115,105,26,79,80,87,43,53
2014,Annual,Suffolk,Birchwood Suites,700-F-943,101,79,77,22,55,23,45,51,53
2014,Annual,Queens,Boulevard ALP,590-S-317,239,220,209,70,139,52,156,49,60
2014,Annual,Suffolk,Braemar Living at Medford,700-F-921,200,196,195,40,155,63,107,56,58
2014,Annual,Monroe,Brentland Woods,370-S-838,60,45,51,9,42,8,42,35,29
2014,Annual,Niagara,"Briarwood Manor, Inc.",500-F-092,160,139,140,29,111,33,93,50,49
2014,Annual,Erie,Bristol Home,240-E-004,55,50,48,,48,14,32,14,12
2014,Annual,Erie,"Bristol Village, Inc.",240-S-107,104,80,83,21,62,13,70,45,42
2014,Annual,Erie,Brompton Heights,240-F-133,200,167,184,46,138,31,152,137,114
2014,Annual,Bronx,Bronxwood,020-E-004,320,285,278,174,104,155,55,84,91
2014,Annual,Erie,Brookdale Bassett Park,240-F-883,76,66,72,21,51,9,61,52,46
2014,Annual,Onondaga,Brookdale Bellevue,520-F-163,91,69,44,17,27,23,21,49,50
2014,Annual,Oneida,Brookdale Clinton,510-F-057,40,39,36,13,23,11,25,31,37
2014,Annual,Albany,Brookdale Colonie,000-F-306,94,70,78,26,52,19,57,56,46
2014,Annual,Schenectady,Brookdale East Niskayuna,650-F-101,52,49,49,20,29,24,25,52,46
2014,Annual,Monroe,Brookdale Fairport,370-F-233,80,21,30,8,22,7,23,23,33
2014,Annual,Onondaga,Brookdale Fayetteville,520-F-145,52,48,43,10,33,7,34,31,36
2014,Annual,Kings,Brookdale Hospital Medical Center ALP,331-S-001,43,38,35,15,20,17,10,9,12
2014,Annual,Tompkins,Brookdale Ithaca Memory Care,730-F-001,36,36,35,,29,21,12,28,27
2014,Annual,Erie,Brookdale Kenmore,240-S-113,120,105,99,23,76,8,86,62,56
2014,Annual,Chautauqua,Brookdale Lakewood,060-S-001,100,52,61,16,45,37,22,41,24
2014,Annual,Onondaga,Brookdale Liverpool,520-F-165,79,62,62,20,42,16,54,42,42
2014,Annual,Onondaga,Brookdale Manlius,520-S-137,86,82,82,34,48,30,44,58,54
2014,Annual,Niagara,Brookdale Niagara Assisted Living,500-S-002,53,49,45,17,28,7,38,30,29
2014,Annual,Niagara,Brookdale Niagara Memory Care,500-F-095,40,36,40,14,26,7,33,25,20
2014,Annual,Schenectady,Brookdale Niskayuna,650-S-071,110,85,95,24,71,31,63,61,61
2014,Annual,Steuben,Brookdale Painted Post,690-F-044,110,78,79,22,57,11,67,54,48
2014,Annual,Broome,Brookdale Vestal East,030-F-054,116,51,58,16,42,8,49,31,22
2014,Annual,Broome,Brookdale Vestal West,030-F-056,65,30,43,15,28,10,31,43,28
2014,Annual,Erie,Brookdale Williamsville,240-F-851,52,48,44,10,34,14,30,52,50
2014,Annual,Erie,Brothers of Mercy Sacred Heart Home,240-E-005,70,62,62,20,42,8,54,45,40
2014,Annual,Onondaga,Buckley Landing Enriched Housing Site #6,520-S-121,85,83,84,17,67,12,71,26,27
2014,Annual,Columbia,"Camphill Ghent, Inc.",200-E-007,29,28,26,,20,11,14,,8
2014,Annual,New York,Carnegie East House,420-S-387,120,89,86,18,68,12,73,23,26
2014,Annual,Queens,Castle Senior Living At Forest Hills,590-S-307,177,170,162,62,100,67,98,62,70
2014,Annual,Oneida,"Cedarbrook Village, Incorporated",510-S-064,65,53,52,17,35,12,40,23,24
2014,Annual,Queens,"Central Assisted Living, LLC",590-F-322,186,186,186,97,89,92,17,36,36
2014,Annual,Essex,Champlain Valley Senior Community,260-F-018,81,36,57,22,35,15,39,57,31
2014,Annual,Chenango,Chenango County Home Preston Manor,080-N-007,48,34,45,18,27,9,23,12,8
2014,Annual,Orleans,Cloverhill Adult Home,550-F-002,44,34,33,11,22,11,19,10,10
2014,Annual,Westchester,Country House in Westchester,800-F-006,100,88,81,23,58,8,72,32,41
2014,Annual,Warren,Countryside Adult Home,750-N-006,48,40,37,10,27,10,23,10,14
2014,Annual,Monroe,Crimson Ridge Gardens,370-F-226,52,48,47,16,31,34,12,40,39
2014,Annual,Rensselaer,Danforth Adult Care Center,600-F-244,80,76,69,21,48,25,39,37,44
2014,Annual,Erie,Dosberg Manor,240-E-141,96,61,74,19,55,9,65,37,24
2014,Annual,Cattaraugus,Eden Heights of Olean,040-F-028,120,85,84,15,69,10,73,41,42
2014,Annual,Erie,Eden Heights of West Seneca,240-F-848,120,106,87,28,59,13,71,44,64
2014,Annual,Richmond,"Eger Harbor House, Inc.",610-S-001,75,75,71,15,56,21,50,24,28
2014,Annual,Erie,Elderwood Assisted Living at Cheektowaga,240-F-886,80,74,78,12,66,9,69,44,39
2014,Annual,Erie,Elderwood Assisted Living at Hamburg,240-S-117,103,71,88,14,74,13,74,47,48
2014,Annual,Erie,Elderwood Assisted Living at Heathwood,240-F-880,115,101,103,30,73,20,80,61,59
2014,Annual,Tioga,Elderwood Assisted Living at Waverly,720-S-004,40,32,31,,25,7,24,16,15
2014,Annual,Erie,Elderwood Assisted Living at West Seneca,240-S-119,128,107,109,27,82,12,97,49,47
2014,Annual,Niagara,Elderwood Assisted Living at Wheatfield,500-F-103,65,60,59,,54,8,51,33,31
2014,Annual,Erie,Elderwood Village at Willamsville,240-S-115,110,88,84,11,73,14,70,32,36
2014,Annual,Queens,Elm York Home for Adults,590-F-319,262,262,262,136,126,103,15,59,59
2014,Annual,Monroe,Emeritus at the Landing of Brockport,370-S-849,110,106,100,23,77,21,76,53,59
2014,Annual,Rockland,Evergreen Court Home for Adults - delete,620-F-077,200,127,130,82,48,47,14,35,33
2014,Annual,Cayuga,Faatz-Crofut Home for the Elderly,050-E-006,56,48,48,10,38,16,27,24,25
2014,Annual,Rensselaer,Fawn Ridge Senior Living,600-F-248,155,146,142,81,61,57,12,65,69
2014,Annual,Westchester,Five Star Premier Residences of Yonkers,800-S-143,84,60,54,12,42,10,44,24,30
2014,Annual,Herkimer,Folts-Claxton Manor,320-E-006,80,49,59,10,49,9,47,32,23
2014,Annual,Erie,Fox Run at Orchard Park,240-S-111,54,48,43,8,35,7,36,26,32
2014,Annual,Chautauqua,Fredonia Place,060-S-003,84,72,79,29,50,11,67,51,44
2014,Annual,Chautauqua,Frewsburg Rest Home,060-F-035,81,64,32,11,21,9,20,8,40
2014,Annual,Erie,Garden House,240-S-121,48,41,44,9,35,8,36,23,20
2014,Annual,Genesee,Genesee Adult Home,290-F-007,80,36,31,11,20,7,19,20,25
2014,Annual,Erie,Glenwell,240-E-146,120,90,82,20,62,14,64,38,42
2014,Annual,Monroe,Grande'Vie Senior Living Community,370-F-231,178,120,127,43,84,27,98,105,96
2014,Annual,Otsego,Hampshire House Adult Home,570-F-048,65,58,62,19,43,53,9,44,40
2014,Annual,Nassau,Harbor House,400-F-305,136,128,122,42,80,29,91,90,96
2014,Annual,Richmond,Harbor Terrace Adult Home and Assisted Living,610-F-064,427,352,330,203,127,84,10,40,62
2014,Annual,Kings,Harbor View Home for Adults,331-F-282,162,96,87,32,55,16,68,28,39
2014,Annual,Rensselaer,"Hawthorne Ridge, Inc.",600-E-114,66,61,63,15,48,18,45,37,37
2014,Annual,Monroe,Heather Heights of Pittsford,370-F-220,120,108,99,31,68,13,84,72,84
2014,Annual,Monroe,Heathwood Assisted Living at Penfield,370-S-852,108,86,85,18,67,14,68,49,49
2014,Annual,Dutchess,"Hedgewood ALP, LLC",230-F-082,200,196,197,141,56,60,7,37,36
2014,Annual,Montgomery,Hillcrest Spring Residential,380-F-043,80,74,73,15,58,7,66,34,35
2014,Annual,Broome,Hilltop Manor West - old,030-E-006,98,82,83,14,69,9,74,66,65
2014,Annual,Monroe,Hilton East Assisted Living,370-F-208,205,141,139,52,87,38,78,60,64
2014,Annual,Saratoga,Home of the Good Shepherd at Highpointe,640-E-036,86,77,83,15,68,12,70,49,41
2014,Annual,Greene,"Home Sweet Home of Athens, Inc.",300-F-028,24,22,22,8,14,12,8,13,12
2014,Annual,Ontario,Horizons,530-E-051,76,62,63,16,47,19,44,33,32
2014,Annual,Chautauqua,Hultquist Place,060-E-015,96,94,85,11,74,8,77,26,35
2014,Annual,Broome,Ideal Senior Living Center,030-E-039,70,62,62,9,53,13,48,28,28
2014,Annual,Schenectady,Ingersoll Place,650-E-007,78,54,60,23,37,11,49,39,26
2014,Annual,Nassau,Island Assisted Living,400-E-295,200,,116,27,89,34,70,123,7
2014,Annual,Ulster,Ivy Lodge,740-F-082,40,30,29,9,20,11,16,12,10
2014,Annual,Nassau,Jones Manor on the Sound,400-E-117,46,40,34,16,18,11,18,11,15
2014,Annual,Essex,Keene Valley Neighborhood House,260-E-006,50,44,47,14,33,16,30,23,20
2014,Annual,Onondaga,Keepsake Village at Greenpoint,520-F-143,57,54,54,16,38,8,45,44,45
2014,Annual,Erie,Ken-Ton Presbyterian Village EHP,240-S-089,49,42,40,,34,12,28,12,15
2014,Annual,Erie,Kenwell,240-E-843,148,97,85,41,44,44,17,26,39
2014,Annual,Albany,Kenwood Manor,000-E-282,67,54,49,16,33,15,32,21,26
2014,Annual,Schenectady,"Kingsway Manor, LLC",650-F-103,140,123,128,35,93,11,116,74,69
2014,Annual,Nassau,Long Beach Assisted Living,400-F-301,200,,100,60,40,31,18,114,14
2014,Annual,Queens,Long Island Living Center,590-F-328,306,164,162,63,99,66,87,40,43
2014,Annual,Tompkins,"Longview, an Ithacare Community",730-E-002,96,83,88,18,70,19,66,47,42
2014,Annual,Onondaga,Loretto EHP #1 Bernardine Apartments,520-S-054,148,106,117,35,82,87,27,51,40
2014,Annual,Onondaga,Loretto Village Apts. Enriched Housing Site #5,520-S-120,79,77,77,19,58,16,61,43,43
2014,Annual,New York,Lott Assisted Living Residence,420-S-391,131,125,124,45,79,51,74,33,32
2014,Annual,Albany,Loudonville Home for Adults (old),000-F-304,98,64,76,20,56,11,63,46,25
2014,Annual,Oneida,Lutheran Home of Central New York,510-E-007,68,52,52,11,41,12,40,14,17
2014,Annual,Queens,"Madison York Assisted Living Community, LLC",590-F-320,226,218,221,124,97,114,66,53,50
2014,Annual,Queens,Madison York Home for Adults,590-F-321,202,191,187,113,74,98,34,47,46
2014,Annual,Allegany,Manor Hills,010-F-017,137,110,108,30,78,23,77,49,51
2014,Annual,Westchester,Maplewood Commons,800-S-149,80,50,50,12,38,11,39,22,22
2014,Annual,Westchester,Marian Woods,800-E-130,50,44,45,,45,21,24,8,7
2014,Annual,Richmond,"Mariners Residence, Inc.",610-F-066,270,129,154,87,67,86,19,54,30
2014,Annual,Albany,Marjorie Doyle Rockwell Center,000-E-283,52,52,52,10,42,9,42,24,24
2014,Annual,Oneida,Masonic Home,510-E-033,96,58,66,17,49,7,58,38,30
2014,Annual,Albany,Massry Residence at Daughters of Sarah,000-S-006,70,56,59,13,46,7,52,24,22
2014,Annual,Albany,McAuley Residence,000-E-001,48,41,23,,23,14,8,15,35
2014,Annual,Onondaga,McHarrie Pointe,520-E-093,47,41,44,12,32,10,34,25,23
2014,Annual,Suffolk,McPeak's Adult Home,700-F-051,51,39,40,13,27,17,21,33,32
2014,Annual,Jefferson,Meadowbrook Terrace Assisted Living Facility,330-E-004,60,40,40,15,25,11,23,59,43
2014,Annual,Westchester,Meadowview at the Wartburg,800-S-125,105,102,99,13,86,13,86,37,40
2014,Annual,Chautauqua,Memory Garden,060-F-040,56,45,51,10,41,9,41,49,43
2014,Annual,Kings,Mermaid Manor Home for Adults,331-F-276,200,196,195,133,62,80,8,29,30
2014,Annual,Orange,Mount Alverno Center,540-E-051,85,69,67,14,53,16,45,29,28
2014,Annual,Richmond,New Broadview Home For Adults,610-F-067,200,170,177,102,75,89,29,45,38
2014,Annual,Queens,"New Homestead Home for Adults, Inc.",590-F-311,163,110,108,38,70,27,68,41,43
2014,Annual,Orange,New Windsor Country Inn,540-F-026,86,61,61,18,43,7,53,22,22
2014,Annual,Cayuga,North Brook Heights Home for Adults,050-F-022,178,112,112,43,69,38,57,70,70
2014,Annual,Kings,Norwegian Christian Home and Health Care Center,331-E-030,88,84,83,26,57,27,53,14,15
2014,Annual,New York,NY Found-Sr Citizens EHP#2 Brown Gardens,420-S-272,47,45,44,12,32,26,18,10,10
2014,Annual,Kings,Oceanview Manor Home for Adults,331-F-270,176,173,173,105,68,40,7,23,24
2014,Annual,Chautauqua,Orchard Grove Residences,060-E-040,36,34,36,,32,7,28,25,22
2014,Annual,Erie,Orchard Heights,240-F-884,142,118,119,24,95,11,108,13,22
2014,Annual,Nassau,Oyster Bay Manor,400-F-313,72,47,46,13,33,7,38,29,30
2014,Annual,Erie,Park Creek Senior Living Community,240-F-876,94,87,90,24,66,8,81,42,39
2014,Annual,Erie,Peregrine's Landing at Orchard Park,240-F-827,52,43,34,9,25,10,23,27,35
